codigo,nome,unidade,material,maoDeObra,total
13.111.000291.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 42 x 28 x 42 mm", un, 21.43, 16.17, 37.60
13.111.000292.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 42 x 35 x 42 mm", un, 23.96, 16.17, 40.14
13.111.000293.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 54 x 15 x 54 mm", un, 21.78, 16.17, 37.96
13.111.000294.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 54 x 22 x 54 mm", un, 36.99, 16.17, 53.16
13.111.000295.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 54 x 28 x 54 mm", un, 26.10, 16.17, 42.27
13.111.000296.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 54 x 35 x 54 mm", un, 25.39, 16.17, 41.56
13.111.000297.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 54 x 42 x 54 mm", un, 42.78, 16.17, 58.96
13.111.000298.SER,"Tê de cobre e bronze redução lateral bolsa x bolsa Ø 22 x 15 x 15 mm", un, 12.38, 9.82, 22.20
13.111.000299.SER,"Tê de cobre e bronze redução lateral bolsa x bolsa Ø 22 x 15 x 22 mm", un, 12.96, 9.82, 22.78
13.111.000300.SER,"Tê de cobre e bronze redução lateral bolsa x bolsa Ø 28 x 22 x 22 mm", un, 21.37, 9.82, 31.19
13.111.000301.SER,"Tê de cobre e bronze redução lateral bolsa x bolsa Ø 28 x 22 x 28 mm", un, 21.37, 9.82, 31.19
13.111.000320.SER,"União de bronze bolsa x bolsa Ø 35 mm - 1 1/4", un, 39.75, 6.93, 46.68
13.111.000321.SER,"União de bronze bolsa x bolsa Ø 42 mm - 1 1/2", un, 52.70, 6.93, 59.63
13.111.000322.SER,"União de bronze bolsa x bolsa Ø 54 mm - 2", un, 89.20, 6.93, 96.13
13.111.000323.SER,"União de bronze bolsa x bolsa Ø 66 mm - 2 1/2", un, 192.13, 8.09, 200.21
13.111.000324.SER,"União de bronze bolsa x bolsa Ø 79 mm - 3", un, 435.33, 8.09, 443.42
13.111.000325.SER,"União de bronze bolsa x bolsa Ø 104 mm - 4", un, 581.76, 8.09, 589.85
13.111.000326.SER,"União de cobre bolsa x bolsa Ø 15 mm - 1/2", un, 18.26, 4.33, 22.59
13.111.000327.SER,"União de cobre bolsa x bolsa Ø 22 mm - 3/4", un, 22.21, 4.33, 26.54
13.111.000328.SER,"União de cobre bolsa x bolsa Ø 28 mm - 1", un, 34.01, 4.33, 38.34
13.113,"Tubos e conexões em ferro fundido", m², 0, 0, 0
13.113.000010.SER,"Tubo de ferro fundido Ø 50 mm - 2", m, 148.25, 3.18, 151.42
13.113.000011.SER,"Tubo de ferro fundido Ø 75 mm - 3", m, 220.89, 3.47, 224.36
13.113.000012.SER,"Tubo de ferro fundido Ø 100 mm - 4", m, 256.78, 4.33, 261.11
13.113.000013.SER,"Tubo de ferro fundido Ø 150 mm - 6", m, 368.37, 4.91, 373.28
13.113.000014.SER,"Bucha de redução de ferro fundido junta elástica Ø 75 x 50 mm - 3 x 2", un, 67.90, 2.89, 70.79
13.113.000015.SER,"Bucha de redução de ferro fundido junta elástica Ø 100 x 75 mm - 4 x 3", un, 81.54, 3.75, 85.29
13.113.000016.SER,"Bucha de redução de ferro fundido junta elástica Ø 150 x 100 mm - 6 x 4", un, 257.09, 4.33, 261.42
13.113.000030.SER,"Joelho 45° de ferro fundido junta elástica Ø 50 mm - 2", un, 75.08, 2.89, 77.97
13.113.000031.SER,"Joelho 45° de ferro fundido junta elástica Ø 75 mm - 3", un, 98.64, 3.18, 101.81
13.113.000032.SER,"Joelho 45° de ferro fundido junta elástica Ø 100 mm - 4", un, 163.19, 4.04, 167.23
13.113.000033.SER,"Joelho 45° de ferro fundido junta elástica Ø 150 mm - 6", un, 263.47, 4.62, 268.09
13.113.000034.SER,"Joelho 90° de ferro fundido junta elástica com visita Ø 100 x 50 mm - 4 x 2", un, 292.16, 4.33, 296.49
13.113.000035.SER,"Joelho 90° de ferro fundido junta elástica Ø 50 mm - 2", un, 126.01, 2.89, 128.90
13.113.000036.SER,"Joelho 90° de ferro fundido junta elástica Ø 75 mm - 3", un, 160.96, 3.18, 164.13
13.113.000037.SER,"Joelho 90° de ferro fundido junta elástica Ø 100 mm - 4", un, 231.24, 4.04, 235.28
13.113.000038.SER,"Joelho 90° de ferro fundido junta elástica Ø 150 mm - 6", un, 438.68, 4.62, 443.30
13.113.000039.SER,"Junção 45º de ferro fundido junta elástica Ø 50 x 50 mm - 2 x 2", un, 170.40, 3.18, 173.58
13.113.000040.SER,"Junção 45º de ferro fundido junta elástica Ø 75 x 50 mm - 3 x 2", un, 229.74, 3.47, 233.20
13.113.000041.SER,"Junção 45º de ferro fundido junta elástica Ø 75 x 75 mm - 3 x 3", un, 232.33, 3.47, 235.79
13.113.000042.SER,"Junção 45º de ferro fundido junta elástica Ø 100 x 50 mm - 4 x 2", un, 233.16, 4.04, 237.20
13.113.000043.SER,"Junção 45º de ferro fundido junta elástica Ø 100 x 75 mm - 4 x 3", un, 288.54, 4.04, 292.58
13.113.000044.SER,"Junção 45º de ferro fundido junta elástica Ø 100 x 100 mm - 4 x 4", un, 352.89, 4.04, 356.93
13.113.000045.SER,"Junção 45º de ferro fundido junta elástica Ø 150 x 75 mm - 6 x 3", un, 358.07, 4.62, 362.69
13.113.000046.SER,"Junção 45º de ferro fundido junta elástica Ø 150 x 100 mm - 6 x 4", un, 405.23, 4.62, 409.85
13.113.000047.SER,"Junção 45º de ferro fundido junta elástica Ø 150 x 150 mm - 6 x 6", un, 578.44, 4.91, 583.35
13.113.000048.SER,"Junção 45° dupla de ferro fundido junta elástica Ø 100 x 100 mm - 4 x 4", un, 402.20, 4.04, 406.24
13.113.000070.SER,"Luva de ferro fundido junta elástica bipartida Ø 50 mm - 2", un, 159.56, 2.31, 161.87
13.113.000071.SER,"Luva de ferro fundido junta elástica bipartida Ø 75 mm - 3", un, 191.38, 3.18, 194.55
13.113.000072.SER,"Luva de ferro fundido junta elástica bipartida Ø 100 mm - 4", un, 257.66, 3.47, 261.13
13.113.000073.SER,"Luva de ferro fundido junta elástica bipartida Ø 150 mm - 6", un, 474.60, 4.62, 479.22
13.113.000074.SER,"Luva de ferro fundido junta elástica bolsa e bolsa Ø 50 mm - 2", un, 97.60, 2.31, 99.91
13.113.000075.SER,"Luva de ferro fundido junta elástica bolsa e bolsa Ø 75 mm - 3", un, 134.60, 3.18, 137.77
13.113.000076.SER,"Luva de ferro fundido junta elástica bolsa e bolsa Ø 100 mm - 4", un, 194.47, 3.47, 197.94
13.113.000077.SER,"Luva de ferro fundido junta elástica bolsa e bolsa Ø 150 mm - 6", un, 271.00, 3.75, 274.76
13.113.000078.SER,"Placa cega de ferro fundido Ø 50 mm - 2", un, 46.38, 2.02, 48.40
13.113.000079.SER,"Placa cega de ferro fundido Ø 75 mm - 3", un, 59.30, 2.02, 61.32
13.113.000080.SER,"Placa cega de ferro fundido Ø 100 mm - 4", un, 67.61, 2.02, 69.63
13.113.000081.SER,"Placa cega de ferro fundido Ø 150 mm - 6", un, 90.92, 2.02, 92.94
13.113.000082.SER,"Tê 90º de inspeção curto de ferro fundido junta elástica Ø 75 x 50 mm - 3 x 2", un, 156.47, 3.47, 159.93
13.113.000083.SER,"Tê 90º de inspeção curto de ferro fundido junta elástica Ø 100 x 75 mm - 4 x 3", un, 222.84, 4.04, 226.88
13.113.000084.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 50 x 50 mm - 2 x 2", un, 141.77, 3.18, 144.95
13.113.000085.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 75 x 50 mm - 3 x 2", un, 203.29, 3.47, 206.75
13.113.000086.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 75 x 75 mm - 3 x 3", un, 189.87, 3.47, 193.33
13.113.000087.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 100 x 50 mm - 4 x 2", un, 230.37, 4.04, 234.41
13.113.000088.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 100 x 75 mm - 4 x 3", un, 262.26, 4.04, 266.30
13.113.000089.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 100 x 100 mm - 4 x 4", un, 304.19, 4.04, 308.23
13.113.000090.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø 150 x 100 mm - 6 x 4", un, 390.86, 4.62, 395.48
13.113.000091.SER,"Tê 90º sanitário de ferro fundido junta elástica Ø150 x 150 mm - 6 x 6", un, 450.64, 4.91, 455.55
13.115,"Tubos e conexões cerâmicos", m², 0, 0, 0
13.115.000010.SER,"Tubo cerâmico Ø 100 mm - 4", m, 27.09, 9.24, 36.33
13.115.000011.SER,"Tubo cerâmico Ø 150 mm - 6", m, 36.97, 11.55, 48.52
13.115.000012.SER,"Tubo cerâmico Ø 200 mm - 8", m, 59.80, 14.44, 74.24
13.115.000013.SER,"Tubo cerâmico Ø 250 mm - 10", m, 104.81, 16.17, 120.98
13.115.000014.SER,"Tubo cerâmico Ø 300 mm - 12", m, 139.33, 17.33, 156.66
13.115.000015.SER,"Curva cerâmica 90° Ø 100 mm - 4", un, 36.82, 11.84, 48.66
13.115.000016.SER,"Curva cerâmica 90° Ø 150 mm - 6", un, 49.37, 14.44, 63.81
13.115.000017.SER,"Curva cerâmica 90° Ø 200 mm - 8", un, 73.05, 18.48, 91.54
13.115.000018.SER,"Curva cerâmica 90° Ø 250 mm - 10", un, 277.89, 20.79, 298.69
13.115.000019.SER,"Curva cerâmica 90° Ø 300 mm - 12", un, 373.63, 22.24, 395.87
13.115.000020.SER,"Junção cerâmica Ø 100 mm - 4", un, 53.34, 18.48, 71.82
13.115.000021.SER,"Junção cerâmica Ø 150 mm - 6", un, 84.73, 23.10, 107.84
13.115.000022.SER,"Junção cerâmica Ø 200 mm - 8", un, 173.71, 27.72, 201.44
13.115.000023.SER,"Junção cerâmica Ø 250 mm - 10", un, 444.17, 31.19, 475.36
13.115.000024.SER,"Junção cerâmica Ø 300 mm - 12", un, 749.83, 33.50, 783.33
13.115.000025.SER,"Tê cerâmico Ø 100 mm - 4", un, 52.47, 18.48, 70.95
13.115.000026.SER,"Tê cerâmico Ø 150 mm - 6", un, 83.95, 23.10, 107.06
13.115.000027.SER,"Tê cerâmico Ø 200 mm - 8", un, 174.00, 27.72, 201.73
13.115.000028.SER,"Tê cerâmico Ø 250 mm - 10", un, 447.24, 31.19, 478.43
13.115.000029.SER,"Tê cerâmico Ø 300 mm - 12", un, 749.01, 33.50, 782.51
13.117,"Válvulas", m², 0, 0, 0
13.117.000010.SER,"Válvula de descarga metálica com registro acoplado e canopla Ø 32 mm - 1 1/4 ou 40 mm - 1 1/2", un, 200.61, 57.76, 258.37
13.117.000020.SER,"Válvula de descarga metálica sem registro e com canopla Ø 32 mm - 1 1/4 ou 40 mm - 1 1/2", un, 129.78, 57.76, 187.54
13.117.000030.SER,"Válvula de descarga PVC rígido sem registro e com canopla Ø 50 mm - 1 1/2", un, 102.66, 28.88, 131.54
13.117.000050.SER,"Válvula de retenção horizontal ou vertical Ø 15 mm - 1/2", un, 51.46, 15.59, 67.06
13.117.000070.SER,"Válvula de retenção de pé com crivo Ø 15 mm - 1/2", un, 38.66, 15.59, 54.26
13.117.000071.SER,"Válvula de retenção de pé com crivo Ø 20 mm - 3/4", un, 40.00, 15.59, 55.59
13.117.000072.SER,"Válvula de retenção de pé com crivo Ø 25 mm - 1", un, 44.36, 15.59, 59.95
13.117.000073.SER,"Válvula de retenção de pé com crivo Ø 32 mm - 1 1/4", un, 61.94, 24.55, 86.49
13.117.000074.SER,"Válvula de retenção de pé com crivo Ø 40 mm - 1 1/2", un, 73.04, 24.55, 97.59
13.117.000075.SER,"Válvula de retenção de pé com crivo Ø 50 mm - 2", un, 106.55, 24.55, 131.09
13.117.000076.SER,"Válvula de retenção de pé com crivo Ø 65 mm - 2 1/2", un, 195.84, 33.21, 229.05
13.117.000077.SER,"Válvula de retenção de pé com crivo Ø 80 mm - 3", un, 236.08, 33.21, 269.29
13.117.000078.SER,"Válvula de retenção de pé com crivo Ø 100 mm - 4", un, 457.43, 42.74, 500.17
13.117.000090.SER,"Válvula de retenção horizontal ou vertical Ø 20 mm - 3/4", un, 47.35, 15.59, 62.94
13.117.000091.SER,"Válvula de retenção horizontal ou vertical Ø 25 mm - 1", un, 75.42, 15.59, 91.01
13.117.000092.SER,"Válvula de retenção horizontal ou vertical Ø 32 mm - 1 1/4", un, 93.99, 24.55, 118.54
13.117.000093.SER,"Válvula de retenção horizontal ou vertical Ø 40 mm - 1 1/2", un, 115.41, 24.55, 139.96
13.117.000094.SER,"Válvula de retenção horizontal ou vertical Ø 50 mm - 2", un, 156.66, 24.55, 181.20
13.117.000095.SER,"Válvula de retenção horizontal ou vertical Ø 65 mm - 2 1/2", un, 234.48, 33.21, 267.69
13.117.000096.SER,"Válvula de retenção horizontal ou vertical Ø 80 mm - 3", un, 289.13, 33.21, 322.34
13.117.000097.SER,"Válvula de retenção horizontal ou vertical Ø 100 mm - 4", un, 479.93, 42.74, 522.67
13.119,"Registros", m², 0, 0, 0
13.119.000010.SER,"Registro de esfera em PVC roscável Ø 1/2", un, 20.14, 7.22, 27.36
13.119.000012.SER,"Registro de esfera em PVC roscável Ø 3/4", un, 23.05, 7.22, 30.27
13.119.000014.SER,"Registro de esfera em PVC roscável Ø 1", un, 34.02, 7.22, 41.24
13.119.000016.SER,"Registro de esfera em PVC roscável Ø 1 1/4", un, 45.86, 7.22, 53.08
13.119.000018.SER,"Registro de esfera em PVC roscável Ø 1 1/2", un, 52.26, 7.22, 59.48
13.119.000020.SER,"Registro de esfera em PVC roscável Ø 2", un, 79.35, 7.22, 86.57
13.119.000030.SER,"Registro de esfera em PVC soldável Ø 20 mm", un, 17.26, 4.91, 22.17
13.119.000032.SER,"Registro de esfera em PVC soldável Ø 25 mm", un, 23.36, 4.91, 28.27
13.119.000034.SER,"Registro de esfera em PVC soldável Ø 32 mm", un, 32.45, 4.91, 37.36
13.119.000036.SER,"Registro de esfera em PVC soldável Ø 40 mm", un, 46.62, 4.91, 51.53
13.119.000038.SER,"Registro de esfera em PVC soldável Ø 50 mm", un, 53.04, 4.91, 57.94
13.119.000040.SER,"Registro de esfera em PVC soldável Ø 60 mm", un, 92.26, 4.91, 97.17
13.119.000050.SER,"Registro de gaveta bruto Ø 15 mm - 1/2", un, 25.84, 15.59, 41.44
13.119.000055.SER,"Registro de gaveta com canopla Ø 15 mm - 1/2", un, 47.04, 17.62, 64.66
13.119.000060.SER,"Registro de gaveta com canopla Ø 20 mm - 3/4", un, 51.21, 17.62, 68.83
13.119.000065.SER,"Registro de gaveta com canopla Ø 25 mm - 1", un, 58.98, 17.62, 76.60
13.119.000070.SER,"Registro de gaveta com canopla Ø 32 mm - 1 1/4", un, 84.31, 27.43, 111.75
13.119.000075.SER,"Registro de gaveta com canopla Ø 40 mm - 1 1/2", un, 88.61, 27.43, 116.05
13.119.000090.SER,"Registro de gaveta bruto com adaptador para PVC Ø 15 mm - 1/2", un, 34.11, 15.59, 49.70
13.119.000094.SER,"Registro de gaveta bruto com adaptador para PVC Ø 20 mm - 3/4", un, 34.58, 15.59, 50.18
13.119.000098.SER,"Registro de gaveta bruto com adaptador para CPVC Ø 15 mm - 1/2", un, 40.47, 15.59, 56.06
13.119.000102.SER,"Registro de gaveta bruto com adaptador para CPVC Ø 20 mm - 3/4", un, 41.46, 15.59, 57.06
13.119.000106.SER,"Registro de gaveta bruto Ø 20 mm - 3/4", un, 26.30, 15.59, 41.89
13.119.000110.SER,"Registro de gaveta bruto Ø 25 mm - 1", un, 37.57, 15.59, 53.16
13.119.000114.SER,"Registro de gaveta bruto Ø 32 mm - 1 1/4", un, 50.04, 24.55, 74.58
13.119.000118.SER,"Registro de gaveta bruto Ø 40 mm - 1 1/2", un, 57.68, 24.55, 82.22
13.119.000122.SER,"Registro de gaveta bruto Ø 50 mm - 2", un, 89.81, 24.55, 114.36
13.119.000126.SER,"Registro de gaveta bruto Ø 65 mm - 2 1/2", un, 236.71, 33.21, 269.92
13.119.000130.SER,"Registro de gaveta bruto Ø 80 mm - 3", un, 355.42, 33.21, 388.63
13.119.000134.SER,"Registro de gaveta bruto Ø 100 mm - 4", un, 614.42, 42.74, 657.17
13.119.000138.SER,"Registro de pressão com canopla Ø 15 mm - 1/2", un, 99.62, 17.62, 117.24
13.119.000142.SER,"Registro de pressão com canopla Ø 20 mm - 3/4", un, 65.03, 17.62, 82.64
13.119.000146.SER,"Registro de pressão com canopla Ø 25 mm - 1", un, 128.92, 17.62, 146.53
13.119.000150.SER,"Registro de pressão bruto com adaptador para PVC Ø 15 mm - 1/2", un, 75.59, 15.59, 91.19
13.119.000154.SER,"Registro de pressão bruto com adaptador para PVC Ø 20 mm - 3/4", un, 76.07, 15.59, 91.66
13.119.000158.SER,"Registro de pressão bruto com adaptador para CPVC Ø 15 mm - 1/2", un, 81.95, 15.59, 97.55
13.119.000162.SER,"Registro de pressão bruto com adaptador para CPVC Ø 20 mm - 3/4", un, 82.95, 15.59, 98.54
13.119.000166.SER,"Registro de pressão em PVC roscável para chuveiro Ø 1/2", un, 34.76, 7.22, 41.98
13.119.000170.SER,"Registro de pressão em PVC roscável para chuveiro Ø 3/4", un, 35.25, 7.22, 42.47
13.119.000174.SER,"Registro de pressão em PVC soldável para chuveiro Ø 20 mm", un, 26.16, 4.91, 31.07
13.119.000178.SER,"Registro de pressão em PVC soldável para chuveiro Ø 25 mm", un, 29.38, 4.91, 34.29
13.119.000182.SER,"Torneira de bóia Ø 20 mm - 3/4", un, 137.30, 8.09, 145.39
13.119.000186.SER,"Torneira de bóia Ø 25 mm - 1", un, 76.07, 9.82, 85.89
13.119.000190.SER,"Torneira de bóia Ø 32 mm - 1 1/4", un, 91.94, 11.55, 103.49
13.119.000194.SER,"Torneira de bóia Ø 40 mm - 1 1/2", un, 142.60, 13.00, 155.59
13.119.000198.SER,"Torneira de bóia Ø 50 mm - 2", un, 136.19, 15.59, 151.79
13.121,"Caixas, ralos e grelhas", m², 0, 0, 0
13.121.000010.SER,"Caixa de areia 50 x 50 cm em alvenaria para águas pluviais", un, 194.24, 180.29, 374.53
13.121.000050.SER,"Caixa de gordura de polietileno Ø 50 x 100 mm", un, 250.36, 13.00, 263.35
13.121.000100.SER,"Caixa de inspeção de polietileno Ø 100 mm", un, 173.87, 17.33, 191.20
13.121.000200.SER,"Caixa seca PVC rígido 100 x 100 x 40 mm", un, 27.29, 11.55, 38.84
13.121.000300.SER,"Caixa sifonada PVC com grelha branca 100 x 100 x 50 mm", un, 29.00, 11.55, 40.55
13.121.000301.SER,"Caixa sifonada PVC com grelha branca 100 x 150 x 50 mm", un, 31.41, 11.55, 42.96
13.121.000302.SER,"Caixa sifonada PVC com grelha branca 150 x 150 x 50 mm", un, 56.67, 11.55, 68.22
13.121.000303.SER,"Caixa sifonada PVC com grelha branca 150 x 185 x 75 mm", un, 57.10, 11.55, 68.65
13.121.000304.SER,"Caixa sifonada PVC com grelha branca corpo giratório e cesta de limpeza 100 x 140 x 50 mm",un,38.26,11.55,49.81
13.121.000320.SER,"Caixa sifonada PVC Ø 100 mm - dispositivo anti-infiltração para",un,24.48,7.22,31.70
13.121.000350.SER,"Caixa sifonada PVC com grelha de alumínio 100 x 100 x 50 mm",un,24.99,11.55,36.54
13.121.000351.SER,"Caixa sifonada PVC com grelha de alumínio 150 x 150 x 50 mm",un,56.60,11.55,68.15
13.121.000352.SER,"Caixa sifonada PVC com grelha de alumínio 150 x 185 x 75 mm",un,81.96,11.55,93.51
13.121.000500.SER,"Grelha hemisférica de ferro fundido Ø 75 mm - 3",un,25.95,1.73,27.68
13.121.000501.SER,"Grelha hemisférica de ferro fundido Ø 100 mm - 4",un,31.33,1.73,33.06
13.121.000502.SER,"Grelha hemisférica de ferro fundido Ø 150 mm - 6",un,74.81,1.73,76.54
13.121.000520.SER,"Grelha em ferro fundido para canaleta largura 20 cm inclusive esquadria de apoio",m,67.29,19.35,86.64
13.121.000525.SER,"Grelha em ferro fundido para canaleta largura 25 cm",m,101.05,19.35,120.40
13.121.000530.SER,"Grelha em ferro fundido para canaleta largura 30 cm",m,135.29,19.35,154.64
13.121.000532.SER,"Grelha reta de ferro fundido largura 20 cm",m,88.77,28.88,117.65
13.121.000535.SER,"Ralo de ferro fundido seco com saída vertical e grelha cromada Ø 100 mm",un,58.32,3.18,61.50
13.121.000540.SER,"Ralo de ferro fundido sifonado para banheiro com grelha cromada Ø 150 mm",un,420.51,6.35,426.86
13.121.000545.SER,"Ralo seco PVC rígido 100 x 50 x 40 mm",un,16.94,11.55,28.49
13.121.000550.SER,"Ralo sifonado PVC rígido 100 x 70 x 40 mm",un,29.93,11.55,41.48
13.121.000555.SER,"Ralo sifonado PVC rígido 100 x 53 x 40 mm",un,22.22,11.55,33.77
13.123,"Cisternas e reservatórios",m²,0,0,0
13.123.000010.SER,"Cisterna para água de rede pública em polietileno, para enterrar, 2.800 litros, com equipamentos",un,3883.78,1431.86,5315.64
13.123.000012.SER,"Cisterna para água de rede pública em polietileno, para enterrar, 5.000 litros, com equipamentos",un,5664.71,1495.18,7159.89
13.123.000014.SER,"Cisterna para água de rede pública em polietileno, para enterrar, 10.000 litros, com equipamentos",un,10929.05,2200.20,13129.25
13.123.000016.SER,"Cisterna para água de chuva em polietileno, para enterrar, 2.800 litros, com equipamentos",un,5357.49,973.60,6331.10
13.123.000018.SER,"Cisterna para água de chuva em polietileno, para enterrar, 5.000 litros, com equipamentos",un,7729.84,1495.18,9225.02
13.123.000020.SER,"Cisterna para água de chuva em polietileno, para enterrar, 10.000 litros, com equipamentos",un,11625.69,2200.20,13825.89
13.123.000050.SER,"Reservatório para água em fibrocimento, 500 litros com tampa",un,463.15,222.37,685.51
13.123.000053.SER,"Reservatório para água em fibrocimento, 1.000 litros com tampa",un,144844.89,222.37,145067.26
13.123.000070.SER,"Reservatório para água em fibra de vidro, 500 litros com tampa",un,430.08,222.37,652.44
13.123.000073.SER,"Reservatório para água em fibra de vidro, 1.000 litros com tampa",un,548.81,222.37,771.17
13.123.000076.SER,"Reservatório para água em fibra de vidro, 5.000 litros com tampa",un,1867.59,222.37,2089.96
13.123.000079.SER,"Reservatório para água em fibra de vidro, 10.000 litros com tampa",un,3353.57,222.37,3575.94
13.123.000090.SER,"Reservatório para água em polietileno, 1.000 litros com tampa",un,859.61,222.37,1081.97
13.123.000091.SER,"Reservatório para água em polietileno, 1.500 litros com tampa",un,1043.70,222.37,1266.07
13.123.000092.SER,"Reservatório para água em polietileno, 2.000 litros com tampa",un,1368.48,222.37,1590.85
13.123.000093.SER,"Reservatório para água em polietileno, 3.000 litros com tampa",un,1979.28,222.37,2201.65
13.123.000094.SER,"Reservatório para água em polietileno, 5.000 litros com tampa",un,2299.99,222.37,2522.36
13.125,"Conjuntos elevatórios motor-bomba",m²,0,0,0
13.125.000010.SER,"Conjunto elevatório motor-bomba centrífuga de 1/3 hp",un,418.34,231.03,649.37
13.125.000015.SER,"Conjunto elevatório motor-bomba centrífuga de 1/2 hp",un,418.16,231.03,649.19
13.125.000020.SER,"Conjunto elevatório motor-bomba centrífuga de 3/4 hp",un,556.56,231.03,787.59
13.125.000025.SER,"Conjunto elevatório motor-bomba centrífuga de 2 hp",un,1088.68,231.03,1319.71
13.125.000030.SER,"Conjunto elevatório motor-bomba centrífuga de 3 hp",un,934.51,231.03,1165.54
13.125.000035.SER,"Conjunto elevatório motor-bomba centrífuga de 5 hp",un,2079.27,231.03,2310.30
13.125.000040.SER,"Conjunto elevatório motor-bomba centrífuga de 7.5 hp",un,2484.13,231.03,2715.16
13.125.000045.SER,"Conjunto elevatório motor-bomba centrífuga de 10 hp",un,3269.29,231.03,3500.32
13.127,"Aquecedores",m²,0,0,0
13.127.000100.SER,"Aquecedor de passagem, a gás, com misturador e acendimento eletrônico, vazão 7 l/min",un,2941.52,57.76,2999.28
13.127.000102.SER,"Aquecedor de passagem, a gás, acendimento eletrônico, vazão 13.5 l/min",un,1114.90,57.76,1172.66
13.127.000104.SER,"Aquecedor de passagem, a gás, com misturador e acendimento eletrônico, vazão 15 l/min",un,1203.16,72.20,1275.36
13.127.000106.SER,"Aquecedor de passagem, a gás, com painel digital tensão 220 V, vazão 18 l/min",un,3594.42,72.20,3666.62
13.127.000108.SER,"Aquecedor de passagem à gás, tensão 127/220 v, com painel digital, vazão 25 l/min",un,3580.16,80.86,3661.02
13.127.000200.SER,"Aquecedor de acumulação, a gás, capacidade de 75 litros",un,2654.21,115.52,2769.72
